Ticker,Name,Sector,Location,Currency,Exchange
INF,INFORMA PLC,Communication,United Kingdom,USD,London Stock Exchange
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Communication,United States,USD,New York Stock Exchange Inc.
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,United States,USD,New York Stock Exchange Inc.
TAP,MOLSON COORS BREWING CLASS B,Consumer Staples,United States,USD,New York Stock Exchange Inc.
SN.,SMITH AND NEPHEW PLC,Health Care,United Kingdom,USD,London Stock Exchange
BXP,BXP INC,Real Estate,United States,USD,New York Stock Exchange Inc.
4507,SHIONOGI LTD,Health Care,Japan,USD,Tokyo Stock Exchange
NWSA,NEWS CORP CLASS A,Communication,United States,USD,NASDAQ
RCI.B,ROGERS COMMUNICATIONS NON-VOTING I,Communication,Canada,USD,Toronto Stock Exchange
SGRO,SEGRO REIT PLC,Real Estate,United Kingdom,USD,London Stock Exchange
HLMA,HALMA PLC,Information Technology,United Kingdom,USD,London Stock Exchange
7309,SHIMANO INC,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
BBDC4,BANCO BRADESCO PREF SA,Financials,Brazil,USD,XBSP
NICE,NICE LTD,Information Technology,Israel,USD,Tel Aviv Stock Exchange
INCY,INCYTE CORP,Health Care,United States,USD,NASDAQ
FOXA,FOX CORP CLASS A,Communication,United States,USD,NASDAQ
12330,HYUNDAI MOBIS LTD,Consumer Discretionary,Korea (South),USD,Korea Exchange (Stock Market)
ERIE,ERIE INDEMNITY CLASS A,Financials,United States,USD,NASDAQ
2885,YUANTA FINANCIAL HOLDING LTD,Financials,Taiwan,USD,Taiwan Stock Exchange
CIMB,CIMB GROUP HOLDINGS,Financials,Malaysia,USD,Bursa Malaysia
9766,KONAMI GROUP CORP,Communication,Japan,USD,Tokyo Stock Exchange
BG,BUNGE GLOBAL SA,Consumer Staples,United States,USD,New York Stock Exchange Inc.
SEIC,SEI INVESTMENTS,Financials,United States,USD,NASDAQ
2503,KIRIN HOLDINGS LTD,Consumer Staples,Japan,USD,Tokyo Stock Exchange
AFG,AMERICAN FINANCIAL GROUP INC,Financials,United States,USD,New York Stock Exchange Inc.
9531,TOKYO GAS LTD,Utilities,Japan,USD,Tokyo Stock Exchange
VACN,VAT GROUP AG,Industrials,Switzerland,USD,SIX Swiss Exchange
JIOFIN,JIO FINANCIAL SERVICES LTD,Financials,India,USD,National Stock Exchange Of India
SPSN,SWISS PRIME SITE AG,Real Estate,Switzerland,USD,SIX Swiss Exchange
MAXHEALTH,MAX HEALTHCARE INSTITUTE LTD,Health Care,India,USD,National Stock Exchange Of India
BESI,BE SEMICONDUCTOR INDUSTRIES NV,Information Technology,Netherlands,USD,Euronext Amsterdam
ITRK,INTERTEK GROUP PLC,Industrials,United Kingdom,USD,London Stock Exchange
NDSN,NORDSON CORP,Industrials,United States,USD,NASDAQ
HINDALCO,HINDALCO INDUSTRIES LTD,Materials,India,USD,National Stock Exchange Of India
KOG,KONGSBERG GRUPPEN,Industrials,Norway,USD,Oslo Bors Asa
4684,OBIC LTD,Information Technology,Japan,USD,Tokyo Stock Exchange
TFII,TFI INTERNATIONAL INC,Industrials,Canada,USD,Toronto Stock Exchange
MT,ARCELORMITTAL SA,Materials,France,USD,Euronext Amsterdam
7532,PAN PACIFIC INTERNATIONAL HOLDINGS,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
AKZA,AKZO NOBEL NV,Materials,Netherlands,USD,Euronext Amsterdam
S32,SOUTH32 LTD,Materials,Australia,USD,Asx - All Markets
27,GALAXY ENTERTAINMENT GROUP LTD,Consumer Discretionary,Hong Kong,USD,Hong Kong Exchanges And Clearing Ltd
823,LINK REAL ESTATE INVESTMENT TRUST,Real Estate,Hong Kong,USD,Hong Kong Exchanges And Clearing Ltd
SVT,SEVERN TRENT PLC,Utilities,United Kingdom,USD,London Stock Exchange
DAY,DAYFORCE INC,Industrials,United States,USD,New York Stock Exchange Inc.
6,POWER ASSETS HOLDINGS LTD,Utilities,Hong Kong,USD,Hong Kong Exchanges And Clearing Ltd
ANG,ANGLOGOLD ASHANTI PLC,Materials,South Africa,USD,Johannesburg Stock Exchange
PAYC,PAYCOM SOFTWARE INC,Industrials,United States,USD,New York Stock Exchange Inc.
TEN,TENARIS SA,Energy,Italy,USD,Borsa Italiana
EMN,EASTMAN CHEMICAL,Materials,United States,USD,New York Stock Exchange Inc.
AUTO,AUTO TRADER GROUP PLC,Communication,United Kingdom,USD,London Stock Exchange
5803,FUJIKURA LTD,Industrials,Japan,USD,Tokyo Stock Exchange
CCK,CROWN HOLDINGS INC,Materials,United States,USD,New York Stock Exchange Inc.
EDP,EDP ENERGIAS DE PORTUGAL SA,Utilities,Portugal,USD,Nyse Euronext - Euronext Lisbon
CNH,CNH INDUSTRIAL N.V. NV,Industrials,United States,USD,New York Stock Exchange Inc.
LKQ,LKQ CORP,Consumer Discretionary,United States,USD,NASDAQ
ENPH,ENPHASE ENERGY INC,Information Technology,United States,USD,NASDAQ
ALLY,ALLY FINANCIAL INC,Financials,United States,USD,New York Stock Exchange Inc.
ROKU,ROKU INC CLASS A,Communication,United States,USD,NASDAQ
ALB,ALBEMARLE CORP,Materials,United States,USD,New York Stock Exchange Inc.
OVV,OVINTIV INC,Energy,United States,USD,New York Stock Exchange Inc.
SRG,SNAM,Utilities,Italy,USD,Borsa Italiana
SOLV,SOLVENTUM CORP,Health Care,United States,USD,New York Stock Exchange Inc.
DRREDDY,DR REDDYS LABORATORIES LTD,Health Care,India,USD,National Stock Exchange Of India
RNO,RENAULT SA,Consumer Discretionary,France,USD,Nyse Euronext - Euronext Paris
7270,SUBARU CORP,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
EQT,EQT,Financials,Sweden,USD,Nasdaq Omx Nordic
SCHP,SCHINDLER HOLDING PAR AG,Industrials,Switzerland,USD,SIX Swiss Exchange
DIVISLAB,DIVIS LABORATORIES LTD,Health Care,India,USD,National Stock Exchange Of India
SAB,BANCO DE SABADELL SA,Financials,Spain,USD,Bolsa De Madrid
ARX,ARC RESOURCES LTD,Energy,Canada,USD,Toronto Stock Exchange
QIA,QIAGEN NV,Health Care,Germany,USD,Deutsche Boerse Xetra
A5G,AIB GROUP PLC,Financials,Ireland,USD,Irish Stock Exchange - All Market
MONC,MONCLER,Consumer Discretionary,Italy,USD,Borsa Italiana
B3SA3,B3 BRASIL BOLSA BALCAO SA,Financials,Brazil,USD,XBSP
ONGC,OIL AND NATURAL GAS LTD,Energy,India,USD,National Stock Exchange Of India
RIVN,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,United States,USD,NASDAQ
6400,SAMSUNG SDI LTD,Information Technology,Korea (South),USD,Korea Exchange (Stock Market)
GFL,GFL ENVIRONMENTAL SUBORDINATE VOTI,Industrials,Canada,USD,Toronto Stock Exchange
INDIGO,INTERGLOBE AVIATION LTD,Industrials,India,USD,National Stock Exchange Of India
C38U,CAPITALAND INTEGRATED COMMERCIAL T,Real Estate,Singapore,USD,Singapore Exchange
IAG,IA FINANCIAL INC,Financials,Canada,USD,Toronto Stock Exchange
URW,UNIBAIL RODAMCO WE STAPLED UNITS,Real Estate,France,USD,Nyse Euronext - Euronext Paris
FME,FRESENIUS MEDICAL CARE AG,Health Care,Germany,USD,Xetra
9843,NITORI HOLDINGS LTD,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
WRT1V,WARTSILA,Industrials,Finland,USD,Nasdaq Omx Helsinki Ltd.
1109,CHINA RESOURCES LAND LTD,Real Estate,China,USD,Hong Kong Exchanges And Clearing Ltd
8113,UNICHARM CORP,Consumer Staples,Japan,USD,Tokyo Stock Exchange
9901,NEW ORIENTAL EDUCATION & TECHNOLOG,Consumer Discretionary,China,USD,Hong Kong Exchanges And Clearing Ltd
APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD,Health Care,India,USD,National Stock Exchange Of India
TENAGA,TENAGA NASIONAL,Utilities,Malaysia,USD,Bursa Malaysia
992,LENOVO GROUP LTD,Information Technology,China,USD,Hong Kong Exchanges And Clearing Ltd
DAL,DELTA AIR LINES INC,Industrials,United States,USD,New York Stock Exchange Inc.
BID,BID CORPORATION LTD,Consumer Staples,South Africa,USD,Johannesburg Stock Exchange
G1A,GEA GROUP AG,Industrials,Germany,USD,Xetra
AGN,AEGON LTD,Financials,Netherlands,USD,Euronext Amsterdam
35720,KAKAO CORP,Communication,Korea (South),USD,Korea Exchange (Stock Market)
KRX,KINGSPAN GROUP PLC,Industrials,Ireland,USD,Irish Stock Exchange - All Market
8601,DAIWA SECURITIES GROUP INC,Financials,Japan,USD,Tokyo Stock Exchange
AC,ACCOR SA,Consumer Discretionary,France,USD,Nyse Euronext - Euronext Paris
IOT,SAMSARA INC CLASS A,Information Technology,United States,USD,New York Stock Exchange Inc.
TLS,TELSTRA GROUP LTD,Communication,Australia,USD,Asx - All Markets
1802,OBAYASHI CORP,Industrials,Japan,USD,Tokyo Stock Exchange
51910,LG CHEM LTD,Materials,Korea (South),USD,Korea Exchange (Stock Market)
HAL,HINDUSTAN AERONAUTICS LTD,Industrials,India,USD,National Stock Exchange Of India
5880,TAIWAN COOPERATIVE FINANCIAL HOLDI,Financials,Taiwan,USD,Taiwan Stock Exchange
AOS,A O SMITH CORP,Industrials,United States,USD,New York Stock Exchange Inc.
3402,TORAY INDUSTRIES INC,Materials,Japan,USD,Tokyo Stock Exchange
6690,HAIER SMART HOME CLASS H LTD H,Consumer Discretionary,China,USD,Hong Kong Exchanges And Clearing Ltd
2892,FIRST FINANCIAL HOLDING LTD,Financials,Taiwan,USD,Taiwan Stock Exchange
HRL,HORMEL FOODS CORP,Consumer Staples,United States,USD,New York Stock Exchange Inc.
AES,AES CORP,Utilities,United States,USD,New York Stock Exchange Inc.
3231,WISTRON CORP,Information Technology,Taiwan,USD,Taiwan Stock Exchange
WIPRO,WIPRO LTD,Information Technology,India,USD,National Stock Exchange Of India
PME,PRO MEDICUS LTD,Health Care,Australia,USD,Asx - All Markets
8830,SUMITOMO REALTY & DEVELOPMENT LTD,Real Estate,Japan,USD,Tokyo Stock Exchange
SHRIRAMFIN,SHRIRAM FINANCE LTD,Financials,India,USD,National Stock Exchange Of India
CRL,CHARLES RIVER LABORATORIES INTERNA,Health Care,United States,USD,New York Stock Exchange Inc.
6869,SYSMEX CORP,Health Care,Japan,USD,Tokyo Stock Exchange
WYNN,WYNN RESORTS LTD,Consumer Discretionary,United States,USD,NASDAQ
GWO,GREAT WEST LIFECO INC,Financials,Canada,USD,Toronto Stock Exchange
3034,NOVATEK MICROELECTRONICS CORP,Information Technology,Taiwan,USD,Taiwan Stock Exchange
FM,FIRST QUANTUM MINERALS LTD,Materials,Canada,USD,Toronto Stock Exchange
PTT.R,PTT NON-VOTING DR PCL,Energy,Thailand,USD,Stock Exchange Of Thailand
6160,BEIGENE LTD,Health Care,China,USD,Hong Kong Exchanges And Clearing Ltd
LW,LAMB WESTON HOLDINGS INC,Consumer Staples,United States,USD,New York Stock Exchange Inc.
WN,GEORGE WESTON LTD,Consumer Staples,Canada,USD,Toronto Stock Exchange
EXO,EXOR NV,Financials,Netherlands,USD,Euronext Amsterdam
HSIC,HENRY SCHEIN INC,Health Care,United States,USD,NASDAQ
FBK,FINECOBANK BANCA FINECO,Financials,Italy,USD,Borsa Italiana
ABF,ASSOCIATED BRITISH FOODS PLC,Consumer Staples,United Kingdom,USD,London Stock Exchange
11,HANG SENG BANK LTD,Financials,Hong Kong,USD,Hong Kong Exchanges And Clearing Ltd
RPRX,ROYALTY PHARMA PLC CLASS A,Health Care,United States,USD,NASDAQ
ANTO,ANTOFAGASTA PLC,Materials,United Kingdom,USD,London Stock Exchange
2883,KGI FINANCIAL HOLDING LTD,Financials,Taiwan,USD,Taiwan Stock Exchange
RO,ROCHE HOLDING AG,Health Care,Switzerland,USD,SIX Swiss Exchange
9540,HD KOREA SHIPBUILDING & OFFSHORE E,Industrials,Korea (South),USD,Korea Exchange (Stock Market)
NLY,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,United States,USD,New York Stock Exchange Inc.
ABEV3,AMBEV SA,Consumer Staples,Brazil,USD,XBSP
VBL,VARUN BEVERAGES LTD,Consumer Staples,India,USD,National Stock Exchange Of India
33780,KT&G CORP,Consumer Staples,Korea (South),USD,Korea Exchange (Stock Market)
4755,RAKUTEN GROUP INC,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
600036,CHINA MERCHANTS BANK LTD A,Financials,China,USD,Shanghai Stock Exchange
7202,ISUZU MOTORS LTD,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
CARL B,CARLSBERG AS CL B,Consumer Staples,Denmark,USD,Omx Nordic Exchange Copenhagen A/S
MKTX,MARKETAXESS HOLDINGS INC,Financials,United States,USD,NASDAQ
CPB,CAMPBELL SOUP,Consumer Staples,United States,USD,NASDAQ
MB,MEDIOBANCA BANCA DI CREDITO FINANZ,Financials,Italy,USD,Borsa Italiana
TME,TENCENT MUSIC ENTERTAINMENT GROUP,Communication,China,USD,New York Stock Exchange Inc.
ORSTED,ORSTED,Utilities,Denmark,USD,Omx Nordic Exchange Copenhagen A/S
BAMI,BANCO BPM,Financials,Italy,USD,Borsa Italiana
NAUKRI,INFO EDGE INDIA LTD,Communication,India,USD,National Stock Exchange Of India
TFX,TELEFLEX INC,Health Care,United States,USD,New York Stock Exchange Inc.
CIPLA,CIPLA LTD,Health Care,India,USD,National Stock Exchange Of India
3661,ALCHIP TECHNOLOGIES LTD,Information Technology,Taiwan,USD,Taiwan Stock Exchange
KNX,KNIGHT-SWIFT TRANSPORTATION HOLDIN,Industrials,United States,USD,New York Stock Exchange Inc.
MRO,MELROSE INDUSTRIES PLC,Industrials,United Kingdom,USD,London Stock Exchange
NED,NEDBANK GROUP LTD,Financials,South Africa,USD,Johannesburg Stock Exchange
ALO,ALSTOM SA,Industrials,France,USD,Nyse Euronext - Euronext Paris
2603,EVERGREEN MARINE CORP (TAIWAN) LTD,Industrials,Taiwan,USD,Taiwan Stock Exchange
EDEN,EDENRED,Financials,France,USD,Nyse Euronext - Euronext Paris
AGS,AGEAS SA,Financials,Belgium,USD,Nyse Euronext - Euronext Brussels
1060,SAUDI AWWAL BANK,Financials,Saudi Arabia,USD,Saudi Stock Exchange
1812,KAJIMA CORP,Industrials,Japan,USD,Tokyo Stock Exchange
MNDY,MONDAYCOM LTD,Information Technology,Israel,USD,NASDAQ
ASX,ASX LTD,Financials,Australia,USD,Asx - All Markets
WTRG,ESSENTIAL UTILITIES INC,Utilities,United States,USD,New York Stock Exchange Inc.
ITSA4,ITAUSA INVESTIMENTOS ITAU PREF SA,Financials,Brazil,USD,XBSP
LDO,LEONARDO FINMECCANICA SPA,Industrials,Italy,USD,Borsa Italiana
GRASIM,GRASIM INDUSTRIES LTD,Materials,India,USD,National Stock Exchange Of India
A17U,CAPITALAND ASCENDAS REIT,Real Estate,Singapore,USD,Singapore Exchange
DSG,DESCARTES SYSTEMS GROUP INC,Information Technology,Canada,USD,Toronto Stock Exchange
HEN,HENKEL AG,Consumer Staples,Germany,USD,Xetra
CEMEXCPO,CEMEX CPO,Materials,Mexico,USD,Bolsa Mexicana De Valores
CA,CARREFOUR SA,Consumer Staples,France,USD,Nyse Euronext - Euronext Paris
GIL,GILDAN ACTIVEWEAR INC,Consumer Discretionary,Canada,USD,Toronto Stock Exchange
ESLT,ELBIT SYSTEMS LTD,Industrials,Israel,USD,Tel Aviv Stock Exchange
HEIO,HEINEKEN HOLDING NV,Consumer Staples,Netherlands,USD,Euronext Amsterdam
NHY,NORSK HYDRO,Materials,Norway,USD,Oslo Bors Asa
2379,REALTEK SEMICONDUCTOR CORP,Information Technology,Taiwan,USD,Taiwan Stock Exchange
INDHOTEL,INDIAN HOTELS LTD,Consumer Discretionary,India,USD,National Stock Exchange Of India
FBIN,FORTUNE BRANDS INNOVATIONS INC,Industrials,United States,USD,New York Stock Exchange Inc.
3,HONG KONG AND CHINA GAS LTD,Utilities,Hong Kong,USD,Hong Kong Exchanges And Clearing Ltd
GALP,GALP ENERGIA SGPS SA CLASS B,Energy,Portugal,USD,Nyse Euronext - Euronext Lisbon
EICHERMOT,EICHER MOTORS LTD,Consumer Discretionary,India,USD,National Stock Exchange Of India
6669,WIWYNN CORPORATION CORP,Information Technology,Taiwan,USD,Taiwan Stock Exchange
ELET3,CENTRAIS ELETR BRAS-ELETROBRAS,Utilities,Brazil,USD,XBSP
BSY,BENTLEY SYSTEMS INC CLASS B,Information Technology,United States,USD,NASDAQ
MTCH,MATCH GROUP INC,Communication,United States,USD,NASDAQ
SCA B,SVENSKA CELLULOSA B,Materials,Sweden,USD,Nasdaq Omx Nordic
OTEX,OPEN TEXT CORP,Information Technology,Canada,USD,Toronto Stock Exchange
BN4,KEPPEL LTD,Industrials,Singapore,USD,Singapore Exchange
STN,STANTEC INC,Industrials,Canada,USD,Toronto Stock Exchange
7272,YAMAHA MOTOR LTD,Consumer Discretionary,Japan,USD,Tokyo Stock Exchange
9021,WEST JAPAN RAILWAY,Industrials,Japan,USD,Tokyo Stock Exchange
2269,WUXI BIOLOGICS CAYMAN INC,Health Care,China,USD,Hong Kong Exchanges And Clearing Ltd
CCH,COCA COLA HBC AG,Consumer Staples,United Kingdom,USD,London Stock Exchange
3407,ASAHI KASEI CORP,Materials,Japan,USD,Tokyo Stock Exchange
9633,NONGFU SPRING LTD H,Consumer Staples,China,USD,Hong Kong Exchanges And Clearing Ltd
CCL.B,CCL INDUSTRIES INC CLASS B,Materials,Canada,USD,Toronto Stock Exchange
BAJAJFINSV,BAJAJ FINSERV LTD,Financials,India,USD,National Stock Exchange Of India
9532,OSAKA GAS LTD,Utilities,Japan,USD,Tokyo Stock Exchange
TRYG,TRYG,Financials,Denmark,USD,Omx Nordic Exchange Copenhagen A/S
DVA,DAVITA INC,Health Care,United States,USD,New York Stock Exchange Inc.
SLM,SANLAM LIMITED LTD,Financials,South Africa,USD,Johannesburg Stock Exchange
BOL,BOLIDEN,Materials,Sweden,USD,Nasdaq Omx Nordic
LIFCO B,LIFCO CLASS B,Industrials,Sweden,USD,Nasdaq Omx Nordic
ADCB,ABU DHABI COMMERCIAL BANK,Financials,United Arab Emirates,USD,Abu Dhabi Securities Exchange
RED,REDEIA CORPORACION SA,Utilities,Spain,USD,Bolsa De Madrid
TTC,TORO,Industrials,United States,USD,New York Stock Exchange Inc.
X,TMX GROUP LTD,Financials,Canada,USD,Toronto Stock Exchange
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,United States,USD,New York Stock Exchange Inc.
ABG,ABSA GROUP LTD,Financials,South Africa,USD,Johannesburg Stock Exchange
JSWSTEEL,JSW STEEL LTD,Materials,India,USD,National Stock Exchange Of India
8795,T&D HOLDINGS INC,Financials,Japan,USD,Tokyo Stock Exchange
196170,ALTEOGEN INC,Health Care,Korea (South),USD,Korea Exchange (Kosdaq)
SHP,SHOPRITE HOLDINGS LTD,Consumer Staples,South Africa,USD,Johannesburg Stock Exchange
2890,SINOPAC FINANCIAL HOLDINGS LTD,Financials,Taiwan,USD,Taiwan Stock Exchange
IVN,IVANHOE MINES LTD CLASS A,Materials,Canada,USD,Toronto Stock Exchange
SCCO,SOUTHERN COPPER CORP,Materials,Peru,USD,New York Stock Exchange Inc.
SGP,STOCKLAND STAPLED UNITS LTD,Real Estate,Australia,USD,Asx - All Markets
BNR,BRENNTAG,Industrials,Germany,USD,Xetra
WISE,WISE PLC CLASS A,Financials,United Kingdom,USD,London Stock Exchange
MZTF,MIZRAHI TEFAHOT BANK LTD,Financials,Israel,USD,Tel Aviv Stock Exchange
POLICYBZR,PB FINTECH LTD,Financials,India,USD,National Stock Exchange Of India
BALN,BALOISE HOLDING AG,Financials,Switzerland,USD,SIX Swiss Exchange
810,SAMSUNG FIRE & MARINE INSURANCE LT,Financials,Korea (South),USD,Korea Exchange (Stock Market)
1801,TAISEI CORP,Industrials,Japan,USD,Tokyo Stock Exchange
GRAB,GRAB HOLDINGS LTD CLASS A,Industrials,Singapore,USD,NASDAQ
G24,SCOUT24 N,Communication,Germany,USD,Xetra
9697,CAPCOM LTD,Communication,Japan,USD,Tokyo Stock Exchange
COALINDIA,COAL INDIA LTD,Energy,India,USD,National Stock Exchange Of India
2057,ZTO EXPRESS (CAYMAN) INC,Industrials,China,USD,Hong Kong Exchanges And Clearing Ltd
2020,SABIC AGRI-NUTRIENTS,Materials,Saudi Arabia,USD,Saudi Stock Exchange
HM B,HENNES & MAURITZ,Consumer Discretionary,Sweden,USD,Nasdaq Omx Nordic
28260,SAMSUNG C&T CORP,Industrials,Korea (South),USD,Korea Exchange (Stock Market)
PAAS,PAN AMERICAN SILVER CORP,Materials,Canada,USD,Toronto Stock Exchange
EFN,ELEMENT FLEET MANAGEMENT CORP,Industrials,Canada,USD,Toronto Stock Exchange
CAR,CAR GROUP LTD,Communication,Australia,USD,Asx - All Markets
RECLTD,REC,Financials,India,USD,National Stock Exchange Of India
6586,MAKITA CORP,Industrials,Japan,USD,Tokyo Stock Exchange
CAE,CAE INC,Industrials,Canada,USD,Toronto Stock Exchange
6920,LASERTEC CORP,Information Technology,Japan,USD,Tokyo Stock Exchange
PFC,POWER FINANCE CORPORATION LTD,Financials,India,USD,National Stock Exchange Of India
MTN,MTN GROUP LTD,Communication,South Africa,USD,Johannesburg Stock Exchange
IMCD,IMCD NV,Industrials,Netherlands,USD,Euronext Amsterdam
2319,CHINA MENGNIU DAIRY LTD,Consumer Staples,China,USD,Hong Kong Exchanges And Clearing Ltd
SCHN,SCHINDLER HOLDING AG,Industrials,Switzerland,USD,SIX Swiss Exchange
MOS,MOSAIC,Materials,United States,USD,New York Stock Exchange Inc.
3045,TAIWAN MOBILE LTD,Communication,Taiwan,USD,Taiwan Stock Exchange
GULF.R,GULF ENERGY DEVELOPMENT PCL NON-VO,Utilities,Thailand,USD,Stock Exchange Of Thailand
AIA,AUCKLAND INTERNATIONAL AIRPORT LTD,Industrials,New Zealand,USD,New Zealand Exchange Ltd
ALDAR,ALDAR PROPERTIES,Real Estate,United Arab Emirates,USD,Abu Dhabi Securities Exchange
SHL,SONIC HEALTHCARE LTD,Health Care,Australia,USD,Asx - All Markets
TEL,TELENOR,Communication,Norway,USD,Oslo Bors Asa
MAERSK B,A P MOLLER MAERSK B,Industrials,Denmark,USD,Omx Nordic Exchange Copenhagen A/S
BAJAJ.AUTO,BAJAJ AUTO,Consumer Discretionary,India,USD,National Stock Exchange Of India
7701,SHIMADZU CORP,Information Technology,Japan,USD,Tokyo Stock Exchange
SBILIFE,SBI LIFE INSURANCE COMPANY LTD,Financials,India,USD,National Stock Exchange Of India
6504,FUJI ELECTRIC LTD,Industrials,Japan,USD,Tokyo Stock Exchange
2801,KIKKOMAN CORP,Consumer Staples,Japan,USD,Tokyo Stock Exchange
LTIM,LTIMINDTREE LTD,Information Technology,India,USD,National Stock Exchange Of India
9503,KANSAI ELECTRIC POWER INC,Utilities,Japan,USD,Tokyo Stock Exchange
PTTEP.R,PTT EXPLORATION AND PRODUCTION NON,Energy,Thailand,USD,Stock Exchange Of Thailand
4689,LY CORP,Communication,Japan,USD,Tokyo Stock Exchange
VEDL,VEDANTA LTD,Materials,India,USD,National Stock Exchange Of India
FGR,EIFFAGE SA,Industrials,France,USD,Nyse Euronext - Euronext Paris
1919,COSCO SHIPPING HOLDINGS LTD H,Industrials,China,USD,Hong Kong Exchanges And Clearing Ltd
CE,CELANESE CORP,Materials,United States,USD,New York Stock Exchange Inc.
PEO,BANK PEKAO SA,Financials,Poland,USD,Warsaw Stock Exchange/Equities/Main Market
MPL,MEDIBANK PRIVATE LTD,Financials,Australia,USD,Asx - All Markets
3529,EMEMORY TECHNOLOGY INC,Information Technology,Taiwan,USD,Gretai Securities Market
NESTLEIND,NESTLE INDIA LTD,Consumer Staples,India,USD,National Stock Exchange Of India
BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,United States,USD,New York Stock Exchange Inc.
1113,CK ASSET HOLDINGS LTD,Real Estate,Hong Kong,USD,Hong Kong Exchanges And Clearing Ltd
BDMS.R,BANGKOK DUSIT MEDICAL SERVICES NON,Health Care,Thailand,USD,Stock Exchange Of Thailand
ORK,ORKLA,Consumer Staples,Norway,USD,Oslo Bors Asa
7203,AL-ELM INFORMATION SECURITY COMPAN,Information Technology,Saudi Arabia,USD,Saudi Stock Exchange
ASII,ASTRA INTERNATIONAL,Industrials,Indonesia,USD,Indonesia Stock Exchange
DSCT,ISRAEL DISCOUNT BANK LTD,Financials,Israel,USD,Tel Aviv Stock Exchange
APA,APA CORP,Energy,United States,USD,NASDAQ
HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,United States,USD,New York Stock Exchange Inc.
SW,SODEXO SA,Consumer Discretionary,France,USD,Nyse Euronext - Euronext Paris
SIEMENS,SIEMENS LTD,Industrials,India,USD,National Stock Exchange Of India
PERSISTENT,PERSISTENT SYSTEMS LTD,Information Technology,India,USD,National Stock Exchange Of India
1928,SANDS CHINA LTD,Consumer Discretionary,Hong Kong,USD,Hong Kong Exchanges And Clearing Ltd
BIMAS.E,BIM BIRLESIK MAGAZALAR A,Consumer Staples,Turkey,USD,Istanbul Stock Exchange
LUPIN,LUPIN LTD,Health Care,India,USD,National Stock Exchange Of India
2880,HUA NAN FINANCIAL HOLDINGS LTD,Financials,Taiwan,USD,Taiwan Stock Exchange
CNA,CENTRICA PLC,Utilities,United Kingdom,USD,London Stock Exchange
CEZ,CEZ,Utilities,Czech Republic,USD,Prague Stock Exchange
REA,REA GROUP LTD,Communication,Australia,USD,Asx - All Markets
AZPN,ASPEN TECHNOLOGY INC,Information Technology,United States,USD,NASDAQ
ADDT B,ADDTECH CLASS B,Industrials,Sweden,USD,Nasdaq Omx Nordic
ENX,EURONEXT NV,Financials,France,USD,Nyse Euronext - Euronext Paris
9992,POP MART INTERNATIONAL GROUP LTD,Consumer Discretionary,China,USD,Hong Kong Exchanges And Clearing Ltd
KGF,KINGFISHER PLC,Consumer Discretionary,United Kingdom,USD,London Stock Exchange
2280,ALMARAI,Consumer Staples,Saudi Arabia,USD,Saudi Stock Exchange
3293,INTERNATIONAL GAMES SYSTEM LTD,Communication,Taiwan,USD,Gretai Securities Market
ZAL,ZALANDO,Consumer Discretionary,Germany,USD,Xetra
HTHT,H WORLD GROUP ADR LTD,Consumer Discretionary,China,USD,NASDAQ
8473,SBI HOLDINGS INC,Financials,Japan,USD,Tokyo Stock Exchange
DLF,DLF LTD,Real Estate,India,USD,National Stock Exchange Of India
12450,HANWHA AEROSPACE LTD,Industrials,Korea (South),USD,Korea Exchange (Stock Market)
6383,DAIFUKU LTD,Industrials,Japan,USD,Tokyo Stock Exchange
SAAB B,SAAB CLASS B,Industrials,Sweden,USD,Nasdaq Omx Nordic
J36,JARDINE MATHESON HOLDINGS LTD,Industrials,Hong Kong,USD,Singapore Exchange
3037,UNIMICRON TECHNOLOGY CORP,Information Technology,Taiwan,USD,Taiwan Stock Exchange
GBLB,GROUPE BRUXELLES LAMBERT NV,Financials,Belgium,USD,Nyse Euronext - Euronext Brussels
SUZLON,SUZLON ENERGY LTD,Industrials,India,USD,National Stock Exchange Of India
3008,LARGAN PRECISION LTD,Information Technology,Taiwan,USD,Taiwan Stock Exchange
SUZB3,SUZANO SA,Materials,Brazil,USD,XBSP
TATAPOWER,TATA POWER LTD,Utilities,India,USD,National Stock Exchange Of India
PZU,PZU SA,Financials,Poland,USD,Warsaw Stock Exchange/Equities/Main Market
ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC Z,Industrials,India,USD,National Stock Exchange Of India
ABN,ABN AMRO BANK NV,Financials,Netherlands,USD,Euronext Amsterdam
