iShares MSCI ACWI ETF
Fund Holdings as of,"Dec 24, 2024"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"163,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"MANKIND","MANKIND PHARMA LTD","Health Care","Equity","840,235.53","0.00","840,235.53","24,596.00","34.16","India","National Stock Exchange Of India","USD","85.20","INR","-"
"KLBN11","KLABIN UNITS SA","Materials","Equity","837,765.27","0.00","837,765.27","222,747.00","3.76","Brazil","XBSP","USD","6.19","BRL","-"
"3800","GCL TECHNOLOGY HOLDINGS LTD","Information Technology","Equity","837,990.77","0.00","837,990.77","5,760,000.00","0.15","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"GRF","GRIFOLS SA CLASS A","Health Care","Equity","838,543.56","0.00","838,543.56","87,324.00","9.60","Spain","Bolsa De Madrid","USD","0.96","EUR","-"
"INDUSINDBK","INDUSIND BANK LTD","Financials","Equity","836,817.76","0.00","836,817.76","76,230.00","10.98","India","National Stock Exchange Of India","USD","85.20","INR","-"
"6488","GLOBALWAFERS LTD","Information Technology","Equity","834,207.91","0.00","834,207.91","71,000.00","11.75","Taiwan","Gretai Securities Market","USD","32.68","TWD","-"
"2409","AUO CORP","Information Technology","Equity","832,680.49","0.00","832,680.49","1,790,400.00","0.47","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"ALE","ALLEGRO SA","Consumer Discretionary","Equity","829,804.68","0.00","829,804.68","122,096.00","6.80","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","4.10","PLN","-"
"4716","ORACLE JAPAN CORP","Information Technology","Equity","827,761.54","0.00","827,761.54","8,800.00","94.06","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"INDF","INDOFOOD SUKSES MAKMUR","Consumer Staples","Equity","826,222.21","0.00","826,222.21","1,754,300.00","0.47","Indonesia","Indonesia Stock Exchange","USD","16,190.00","IDR","-"
"AMUN","AMUNDI SA","Financials","Equity","826,504.72","0.00","826,504.72","12,544.00","65.89","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"BHEL","BHARAT HEAVY ELECTRICALS LTD","Industrials","Equity","824,450.33","0.00","824,450.33","293,479.00","2.81","India","National Stock Exchange Of India","USD","85.20","INR","-"
"JFC","JOLLIBEE FOODS CORP","Consumer Discretionary","Equity","824,560.14","0.00","824,560.14","179,700.00","4.59","Philippines","Philippine Stock Exchange Inc.","USD","58.45","PHP","-"
"SOF","SOFINA SA","Financials","Equity","825,046.44","0.00","825,046.44","3,672.00","224.69","Belgium","Nyse Euronext - Euronext Brussels","USD","0.96","EUR","-"
"BOUBYAN","BOUBYAN BANK","Financials","Equity","821,197.49","0.00","821,197.49","448,025.00","1.83","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
"CAR.UN","CANADIAN APARTMENT PROPERTIES REAL","Real Estate","Equity","819,104.13","0.00","819,104.13","27,711.00","29.56","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"603288","FOSHAN HAI TIAN FLAVOURING & FOOD","Consumer Staples","Equity","816,509.82","0.00","816,509.82","125,621.00","6.50","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"REM","REMGRO LTD","Financials","Equity","817,194.85","0.00","817,194.85","98,028.00","8.34","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"9143","SG HOLDINGS LTD","Industrials","Equity","814,665.06","0.00","814,665.06","86,200.00","9.45","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"005387","HYUNDAI MOTOR S2 PREF","Consumer Discretionary","Equity","811,525.44","0.00","811,525.44","7,519.00","107.93","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"MOL","MOL HUNGARIAN OIL AND GAS","Energy","Equity","811,725.34","0.00","811,725.34","119,126.00","6.81","Hungary","Budapest Stock Exchange","USD","395.07","HUF","-"
"SALM","SALMAR","Consumer Staples","Equity","811,845.43","0.00","811,845.43","17,034.00","47.66","Norway","Oslo Bors Asa","USD","11.37","NOK","-"
"TOTS3","TOTVS SA","Information Technology","Equity","811,884.98","0.00","811,884.98","181,827.00","4.47","Brazil","XBSP","USD","6.19","BRL","-"
"6186","CHINA FEIHE LTD","Consumer Staples","Equity","810,123.40","0.00","810,123.40","1,185,000.00","0.68","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"AMP","AMPLIFON","Health Care","Equity","808,621.98","0.00","808,621.98","30,525.00","26.49","Italy","Borsa Italiana","USD","0.96","EUR","-"
"AC","AIR CANADA VOTING AND VARIABLE VOT","Industrials","Equity","807,438.11","0.00","807,438.11","52,213.00","15.46","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"003670","POSCO FUTURE M LTD","Industrials","Equity","804,871.20","0.00","804,871.20","7,937.00","101.41","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"1898","CHINA COAL ENERGY LTD H","Energy","Equity","805,314.69","0.00","805,314.69","695,000.00","1.16","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"914","ANHUI CONCH CEMENT LTD H","Materials","Equity","802,532.46","0.00","802,532.46","314,500.00","2.55","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"BCVN","BC VAUD N","Financials","Equity","803,403.56","0.00","803,403.56","8,778.00","91.52","Switzerland","SIX Swiss Exchange","USD","0.90","CHF","-"
"1171","YANKUANG ENERGY GROUP COMPANY LTD","Energy","Equity","800,089.61","0.00","800,089.61","717,600.00","1.11","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","Jan 01, 1998"
"1658","POSTAL SAVINGS BANK OF CHINA LTD H","Financials","Equity","801,466.43","0.00","801,466.43","1,333,000.00","0.60","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"SOLARINDS","SOLAR INDUSTRIES INDIA LTD","Materials","Equity","798,056.20","0.00","798,056.20","6,680.00","119.47","India","National Stock Exchange Of India","USD","85.20","INR","-"
"COPEC","EMPRESAS COPEC SA","Consumer Discretionary","Equity","796,265.80","0.00","796,265.80","131,685.00","6.05","Chile","Santiago Stock Exchange","USD","990.45","CLP","-"
"TORNTPHARM","TORRENT PHARMACEUTICALS LTD","Health Care","Equity","796,584.78","0.00","796,584.78","19,965.00","39.90","India","National Stock Exchange Of India","USD","85.20","INR","-"
"601166","INDUSTRIAL BANK LTD A","Financials","Equity","794,181.43","0.00","794,181.43","305,400.00","2.60","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"HIK","HIKMA PHARMACEUTICALS PLC","Health Care","Equity","792,658.67","0.00","792,658.67","31,780.00","24.94","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"BZ","KANZHUN AMERICAN DEPOSITORY SHARES","Communication","Equity","793,545.55","0.00","793,545.55","57,545.00","13.79","China","NASDAQ","USD","1.00","USD","-"
"EDPR","EDP RENOVAVEIS SA","Utilities","Equity","788,886.63","0.00","788,886.63","77,222.00","10.22","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.96","EUR","-"
"1585","YADEA GROUP HOLDINGS LTD","Consumer Discretionary","Equity","788,968.93","0.00","788,968.93","446,000.00","1.77","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"BAAKOMB","KOMERCNI BANK","Financials","Equity","785,377.41","0.00","785,377.41","22,357.00","35.13","Czech Republic","Prague Stock Exchange","USD","24.18","CZK","-"
"APLAPOLLO","APL APOLLO TUBES LTD","Materials","Equity","785,875.79","0.00","785,875.79","44,160.00","17.80","India","National Stock Exchange Of India","USD","85.20","INR","-"
"4","WHARF (HOLDINGS) LTD","Real Estate","Equity","783,839.63","0.00","783,839.63","278,000.00","2.82","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"600016","CHINA MINSHENG BANKING CORP LTD A","Financials","Equity","779,812.84","0.00","779,812.84","1,388,200.00","0.56","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"688256","CAMBRICON TECHNOLOGIES CORPORATION","Information Technology","Equity","776,847.93","0.00","776,847.93","8,600.00","90.33","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"VBBR3","VIBRA ENERGIA SA","Consumer Discretionary","Equity","777,106.74","0.00","777,106.74","259,976.00","2.99","Brazil","XBSP","USD","6.19","BRL","-"
"TIT","TELECOM ITALIA","Communication","Equity","777,606.45","0.00","777,606.45","3,091,893.00","0.25","Italy","Borsa Italiana","USD","0.96","EUR","-"
"CDR","CD PROJEKT SA","Communication","Equity","775,655.47","0.00","775,655.47","16,970.00","45.71","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","4.10","PLN","-"
"390","CHINA RAILWAY GROUP LTD H","Industrials","Equity","776,089.04","0.00","776,089.04","1,507,000.00","0.51","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"OFSS","ORACLE FINANCIAL SERVICES SOFTWARE","Information Technology","Equity","773,182.58","0.00","773,182.58","5,356.00","144.36","India","National Stock Exchange Of India","USD","85.20","INR","-"
"ISCTR.E","TURKIYE IS BANKASI C","Financials","Equity","764,282.92","0.00","764,282.92","2,065,879.00","0.37","Turkey","Istanbul Stock Exchange","USD","35.25","TRY","-"
"FIBRAPL14","PROLOGIS PROPERTY MEXICO REIT SA","Real Estate","Equity","762,522.39","0.00","762,522.39","261,150.00","2.92","Mexico","Bolsa Mexicana De Valores","USD","20.17","MXN","-"
"RNI","REINET INVESTMENTS S.C.A.","Financials","Equity","754,180.76","0.00","754,180.76","31,273.00","24.12","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"144","CHINA MERCHANTS PORT HOLDINGS LTD","Industrials","Equity","754,562.48","0.00","754,562.48","444,000.00","1.70","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"OBEROIRLTY","OBEROI REALTY LTD","Real Estate","Equity","751,606.33","0.00","751,606.33","27,958.00","26.88","India","National Stock Exchange Of India","USD","85.20","INR","-"
"LUND B","LUNDBERGFORETAGEN CLASS B","Financials","Equity","752,450.85","0.00","752,450.85","16,751.00","44.92","Sweden","Nasdaq Omx Nordic","USD","11.11","SEK","-"
"600104","SAIC MOTOR CORP LTD A","Consumer Discretionary","Equity","749,557.87","0.00","749,557.87","293,813.00","2.55","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"000166","SHENWAN HONGYUAN GROUP LTD A","Financials","Equity","746,697.77","0.00","746,697.77","992,700.00","0.75","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"601138","FOXCONN INDUSTRIAL INTERNET LTD A","Information Technology","Equity","744,324.33","0.00","744,324.33","236,200.00","3.15","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"960","LONGFOR GROUP HOLDINGS LTD","Real Estate","Equity","741,700.62","0.00","741,700.62","555,000.00","1.34","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"600809","SHANXI XINGHUACUN FEN WINE FACTORY","Consumer Staples","Equity","742,635.26","0.00","742,635.26","28,600.00","25.97","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"NEXI","NEXI","Financials","Equity","739,781.03","0.00","739,781.03","135,023.00","5.48","Italy","Borsa Italiana","USD","0.96","EUR","-"
"BOSCHLTD","BOSCH LTD","Consumer Discretionary","Equity","737,359.92","0.00","737,359.92","1,826.00","403.81","India","National Stock Exchange Of India","USD","85.20","INR","-"
"ADRO","ALAMTRI RESOURCES INDONESIA","Energy","Equity","735,620.69","0.00","735,620.69","4,744,900.00","0.16","Indonesia","Indonesia Stock Exchange","USD","16,190.00","IDR","-"
"TRUE.R","TRUE CORPORATION NON-VOTING DR PCL","Communication","Equity","735,684.97","0.00","735,684.97","2,305,090.00","0.32","Thailand","Stock Exchange Of Thailand","USD","34.15","THB","-"
"4958","ZHEN DING TECHNOLOGY HOLDING LTD","Information Technology","Equity","736,082.00","0.00","736,082.00","198,000.00","3.72","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"INPST","INPOST SA","Industrials","Equity","736,141.22","0.00","736,141.22","43,297.00","17.00","Netherlands","Euronext Amsterdam","USD","0.96","EUR","-"
"241","ALIBABA HEALTH INFORMATION TECH LT","Consumer Staples","Equity","733,890.81","0.00","733,890.81","1,624,000.00","0.45","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"4002","AL MOUWASAT MEDICAL SERVICES","Health Care","Equity","734,859.10","0.00","734,859.10","32,345.00","22.72","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"1020","BANK ALJAZIRA","Financials","Equity","731,862.65","0.00","731,862.65","147,413.00","4.96","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"BC8","BECHTLE AG","Information Technology","Equity","729,644.95","0.00","729,644.95","22,648.00","32.22","Germany","Xetra","USD","0.96","EUR","-"
"ELI","ELIA GROUP SA","Utilities","Equity","731,295.08","0.00","731,295.08","9,522.00","76.80","Belgium","Nyse Euronext - Euronext Brussels","USD","0.96","EUR","-"
"TORNTPOWER","TORRENT POWER LTD","Utilities","Equity","727,485.27","0.00","727,485.27","41,264.00","17.63","India","National Stock Exchange Of India","USD","85.20","INR","-"
"1111","SAUDI TADAWUL GROUP CO","Financials","Equity","729,190.68","0.00","729,190.68","12,524.00","58.22","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"002371","NAURA TECHNOLOGY GROUP LTD A","Information Technology","Equity","721,998.44","0.00","721,998.44","12,900.00","55.97","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"600887","INNER MONGOLIA YILI INDUSTRIAL GRO","Consumer Staples","Equity","722,116.27","0.00","722,116.27","175,100.00","4.12","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"QBR.B","QUEBECOR INC CLASS B","Communication","Equity","722,794.01","0.00","722,794.01","33,521.00","21.56","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"600000","SHANGHAI PUDONG DEVELOPMENT BANK L","Financials","Equity","720,836.24","0.00","720,836.24","519,365.00","1.39","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"MPHASIS","MPHASIS LTD","Information Technology","Equity","718,377.08","0.00","718,377.08","20,885.00","34.40","India","National Stock Exchange Of India","USD","85.20","INR","-"
"ADNOCDIST","ABU DHABI NATIONAL OIL COMPANY FOR","Consumer Discretionary","Equity","719,382.39","0.00","719,382.39","774,855.00","0.93","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"1336","NEW CHINA LIFE INSURANCE COMPANY L","Financials","Equity","716,810.54","0.00","716,810.54","231,500.00","3.10","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"CLN","CLARIANT AG","Materials","Equity","717,233.59","0.00","717,233.59","65,002.00","11.03","Switzerland","SIX Swiss Exchange","USD","0.90","CHF","-"
"NMDC","NMDC LTD","Materials","Equity","715,296.43","0.00","715,296.43","286,877.00","2.49","India","National Stock Exchange Of India","USD","85.20","INR","-"
"PNB","PUNJAB NATIONAL BANK","Financials","Equity","715,653.20","0.00","715,653.20","599,907.00","1.19","India","National Stock Exchange Of India","USD","85.20","INR","-"
"BCI","BANCO DE CREDITO E INVERSION","Financials","Equity","711,272.82","0.00","711,272.82","25,196.00","28.23","Chile","Santiago Stock Exchange","USD","990.45","CLP","-"
"NHPC","NHPC LTD","Utilities","Equity","711,589.37","0.00","711,589.37","738,919.00","0.96","India","National Stock Exchange Of India","USD","85.20","INR","-"
"SOL","SASOL LTD","Materials","Equity","708,555.67","0.00","708,555.67","159,553.00","4.44","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"UNTR","UNITED TRACTORS","Energy","Equity","708,691.24","0.00","708,691.24","455,306.00","1.56","Indonesia","Indonesia Stock Exchange","USD","16,190.00","IDR","-"
"PPC","PUBLIC POWER CORPORATION SA","Utilities","Equity","706,156.12","0.00","706,156.12","57,244.00","12.34","Greece","Athens Exchange S.A. Cash Market","USD","0.96","EUR","-"
"2380","CHINA POWER INTERNATIONAL DEVELOPM","Utilities","Equity","702,442.98","0.00","702,442.98","1,783,000.00","0.39","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"DIA","DIASORIN","Health Care","Equity","700,672.53","0.00","700,672.53","6,732.00","104.08","Italy","Borsa Italiana","USD","0.96","EUR","-"
"034220","LG DISPLAY LTD","Information Technology","Equity","696,952.64","0.00","696,952.64","107,533.00","6.48","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"6969","SMOORE INTERNATIONAL HOLDINGS LTD","Consumer Staples","Equity","696,986.67","0.00","696,986.67","536,000.00","1.30","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"CPIN","CHAROEN POKPHAND INDONESIA","Consumer Staples","Equity","698,177.51","0.00","698,177.51","2,389,745.00","0.29","Indonesia","Indonesia Stock Exchange","USD","16,190.00","IDR","-"
"GRUMAB","GRUMA","Consumer Staples","Equity","692,839.42","0.00","692,839.42","42,125.00","16.45","Mexico","Bolsa Mexicana De Valores","USD","20.17","MXN","-"
"FUNO11","FIBRA UNO ADMINISTRACION REIT SA","Real Estate","Equity","692,935.36","0.00","692,935.36","674,500.00","1.03","Mexico","Bolsa Mexicana De Valores","USD","20.17","MXN","-"
"763","ZTE CORP H","Information Technology","Equity","689,982.81","0.00","689,982.81","243,600.00","2.83","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"ROCK B","ROCKWOOL INTERNATIONAL B","Industrials","Equity","687,111.92","0.00","687,111.92","1,927.00","356.57","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","7.18","DKK","-"
"000538","YUNNAN BAIYAO GROUP LTD A","Health Care","Equity","681,028.81","0.00","681,028.81","82,500.00","8.25","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Industrials","Equity","681,308.76","0.00","681,308.76","76,200.00","8.94","Mexico","Bolsa Mexicana De Valores","USD","20.17","MXN","-"
"CONCOR","CONTAINER CORPORATION OF INDIA LTD","Industrials","Equity","677,347.18","0.00","677,347.18","74,384.00","9.11","India","National Stock Exchange Of India","USD","85.20","INR","-"
"042700","HANMI SEMICONDUCTOR LTD","Information Technology","Equity","677,483.69","0.00","677,483.69","11,650.00","58.15","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"000333","MIDEA GROUP LTD A","Consumer Discretionary","Equity","678,014.58","0.00","678,014.58","64,900.00","10.45","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"IDFCFIRSTB","IDFC FIRST BANK LTD","Financials","Equity","678,225.06","0.00","678,225.06","927,687.00","0.73","India","National Stock Exchange Of India","USD","85.20","INR","-"
"6305","HITACHI CONSTRUCTION MACHINERY LTD","Industrials","Equity","675,403.58","0.00","675,403.58","31,000.00","21.79","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"600989","NINGXIA BAOFENG ENERGY GROUP LTD A","Materials","Equity","673,943.85","0.00","673,943.85","304,200.00","2.22","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"DUBK","DUKHAN BANK","Financials","Equity","674,155.20","0.00","674,155.20","665,203.00","1.01","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"9202","ANA HOLDINGS INC","Industrials","Equity","669,851.91","0.00","669,851.91","37,000.00","18.10","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"RICHTER","GEDEON RICHTER","Health Care","Equity","668,640.53","0.00","668,640.53","25,206.00","26.53","Hungary","Budapest Stock Exchange","USD","395.07","HUF","-"
"9201","JAPAN AIRLINES LTD","Industrials","Equity","663,073.60","0.00","663,073.60","42,000.00","15.79","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"1209","CHINA RESOURCES MIXC LIFESTYLE SER","Real Estate","Equity","664,593.83","0.00","664,593.83","178,000.00","3.73","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"BSE","BSE LTD","Financials","Equity","661,489.86","0.00","661,489.86","10,342.00","63.96","India","National Stock Exchange Of India","USD","85.20","INR","-"
"2610","CHINA AIRLINES LTD","Industrials","Equity","661,693.57","0.00","661,693.57","813,000.00","0.81","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"MBT","METROPOLITAN BANK AND TRUST CO","Financials","Equity","661,848.83","0.00","661,848.83","517,180.00","1.28","Philippines","Philippine Stock Exchange Inc.","USD","58.45","PHP","-"
"RDOR3","REDE DOR SAO LUIZ SA","Health Care","Equity","662,292.76","0.00","662,292.76","156,773.00","4.22","Brazil","XBSP","USD","6.19","BRL","-"
"6837","HAITONG SECURITIES COMPANY LTD H","Financials","Equity","659,322.92","0.00","659,322.92","747,600.00","0.88","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"384","CHINA GAS HOLDINGS LTD","Utilities","Equity","659,487.46","0.00","659,487.46","772,600.00","0.85","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"NRP","NEPI ROCKCASTLE NV","Real Estate","Equity","660,540.39","0.00","660,540.39","88,615.00","7.45","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"601985","CHINA NATIONAL NUCLEAR POWER LTD A","Utilities","Equity","660,603.12","0.00","660,603.12","465,400.00","1.42","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"600346","HENGLI PETROCHEMICAL LTD A","Materials","Equity","660,880.43","0.00","660,880.43","311,600.00","2.12","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"601818","CHINA EVERBRIGHT BANK LTD A","Financials","Equity","658,506.31","0.00","658,506.31","1,264,800.00","0.52","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"JD.","JD SPORTS FASHION PLC","Consumer Discretionary","Equity","656,508.20","0.00","656,508.20","551,550.00","1.19","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"322","TINGYI (CAYMAN ISLANDS) HOLDINGS C","Consumer Staples","Equity","656,652.70","0.00","656,652.70","502,000.00","1.31","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"600436","ZHANGZHOU PIENTZEHUANG PHARMACEUTI","Health Care","Equity","654,204.59","0.00","654,204.59","21,692.00","30.16","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"1044","HENGAN INTERNATIONAL GROUP LTD","Consumer Staples","Equity","654,670.63","0.00","654,670.63","226,500.00","2.89","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"AIRPORT","MALAYSIA AIRPORTS HOLDINGS","Industrials","Equity","651,482.06","0.00","651,482.06","280,000.00","2.33","Malaysia","Bursa Malaysia","USD","4.49","MYR","-"
"ALKEM","ALKEM LABORATORIES LTD","Health Care","Equity","651,601.88","0.00","651,601.88","10,269.00","63.45","India","National Stock Exchange Of India","USD","85.20","INR","-"
"JSWENERGY","JSW ENERGY LTD","Utilities","Equity","652,094.55","0.00","652,094.55","85,733.00","7.61","India","National Stock Exchange Of India","USD","85.20","INR","-"
"VOD","VODACOM GROUP LTD","Communication","Equity","652,286.34","0.00","652,286.34","119,982.00","5.44","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"UNITDSPR","UNITED SPIRITS LTD","Consumer Staples","Equity","649,582.11","0.00","649,582.11","35,370.00","18.37","India","National Stock Exchange Of India","USD","85.20","INR","-"
"8010","THE COOPERATIVE INSURANCE","Financials","Equity","651,145.03","0.00","651,145.03","17,265.00","37.71","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"600886","SDIC POWER HOLDINGS LTD A","Utilities","Equity","647,844.14","0.00","647,844.14","289,200.00","2.24","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"MAXIS","MAXIS","Communication","Equity","648,433.25","0.00","648,433.25","808,200.00","0.80","Malaysia","Bursa Malaysia","USD","4.49","MYR","-"
"ADP","AEROPORTS DE PARIS SA","Industrials","Equity","649,059.43","0.00","649,059.43","5,652.00","114.84","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"2310","SAHARA INTERNATIONAL PETROCHEMICAL","Materials","Equity","649,309.20","0.00","649,309.20","101,323.00","6.41","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"LTM","LATAM AIRLINES GROUP SA","Industrials","Equity","645,852.96","0.00","645,852.96","46,556,409.00","0.01","Chile","Santiago Stock Exchange","USD","990.45","CLP","-"
"IRCTC","INDIAN RAILWAY CATERING AND TOURIS","Industrials","Equity","646,593.57","0.00","646,593.57","69,841.00","9.26","India","National Stock Exchange Of India","USD","85.20","INR","-"
"600406","NARI TECHNOLOGY LTD A","Industrials","Equity","645,359.97","0.00","645,359.97","186,620.00","3.46","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"005830","DB INSURANCE LTD","Financials","Equity","641,647.79","0.00","641,647.79","8,850.00","72.50","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"ENELAM","ENEL AMERICAS SA","Utilities","Equity","642,949.70","0.00","642,949.70","7,224,158.00","0.09","Chile","Santiago Stock Exchange","USD","990.45","CLP","-"
"267250","HD HYUNDAI LTD","Energy","Equity","639,688.98","0.00","639,688.98","11,574.00","55.27","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"326030","SK BIOPHARMACEUTICALS LTD","Health Care","Equity","640,058.02","0.00","640,058.02","8,921.00","71.75","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"323410","KAKAOBANK CORP","Financials","Equity","640,243.73","0.00","640,243.73","42,100.00","15.21","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"4300","DAR AL ARKAN REAL ESTATE DEVELOPME","Real Estate","Equity","638,703.10","0.00","638,703.10","168,874.00","3.78","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"GMRAIRPORT","GMR AIRPORTS LTD","Industrials","Equity","636,110.48","0.00","636,110.48","684,743.00","0.93","India","National Stock Exchange Of India","USD","85.20","INR","-"
"MABANEE","MABANEE COMPANY","Real Estate","Equity","636,566.93","0.00","636,566.93","249,646.00","2.55","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
"2290","YANBU NATIONAL PETROCHEMICALS","Materials","Equity","637,183.85","0.00","637,183.85","64,223.00","9.92","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"SAHOL.E","HACI OMER SABANCI HOLDING A","Financials","Equity","634,384.59","0.00","634,384.59","236,744.00","2.68","Turkey","Istanbul Stock Exchange","USD","35.25","TRY","-"
"601658","POSTAL SAVINGS BANK OF CHINA LTD A","Financials","Equity","635,609.08","0.00","635,609.08","824,000.00","0.77","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"EREGL.E","EREGLI DEMIR VE CELIK FABRIKALARI","Materials","Equity","632,886.69","0.00","632,886.69","897,332.00","0.71","Turkey","Istanbul Stock Exchange","USD","35.25","TRY","-"
"036570","NCSOFT CORP","Communication","Equity","630,397.53","0.00","630,397.53","4,468.00","141.09","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"ICICIPRULI","ICICI PRUDENTIAL LIFE INSURANCE CO","Financials","Equity","631,514.75","0.00","631,514.75","81,333.00","7.76","India","National Stock Exchange Of India","USD","85.20","INR","-"
"968","XINYI SOLAR HOLDINGS LTD","Information Technology","Equity","628,163.48","0.00","628,163.48","1,544,000.00","0.41","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
