iShares MSCI ACWI ETF
Fund Holdings as of,"Dec 24, 2024"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"163,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"KBC","KBC GROEP","Financials","Equity","4,588,710.04","0.02","4,588,710.04","60,139.00","76.30","Belgium","Nyse Euronext - Euronext Brussels","USD","0.96","EUR","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","4,587,492.84","0.02","4,587,492.84","15,996.00","286.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSL","CARLISLE COMPANIES INC","Industrials","Equity","4,582,149.40","0.02","4,582,149.40","12,172.00","376.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","4,569,350.86","0.02","4,569,350.86","63,578.00","71.87","United States","NASDAQ","USD","1.00","USD","-"
"QBE","QBE INSURANCE GROUP LTD","Financials","Equity","4,559,355.19","0.02","4,559,355.19","375,230.00","12.15","Australia","Asx - All Markets","USD","1.61","AUD","-"
"DNB","DNB BANK","Financials","Equity","4,557,409.04","0.02","4,557,409.04","229,732.00","19.84","Norway","Oslo Bors Asa","USD","11.37","NOK","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","4,555,423.40","0.02","4,555,423.40","58,553.00","77.80","United States","NASDAQ","USD","1.00","USD","-"
"TRENT","TRENT LTD","Consumer Discretionary","Equity","4,544,382.63","0.02","4,544,382.63","55,256.00","82.24","India","National Stock Exchange Of India","USD","85.20","INR","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","4,530,239.24","0.02","4,530,239.24","183,188.00","24.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TECK.B","TECK RESOURCES SUBORDINATE VOTING","Materials","Equity","4,529,814.46","0.02","4,529,814.46","109,802.00","41.25","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"7733","OLYMPUS CORP","Health Care","Equity","4,523,324.01","0.02","4,523,324.01","299,600.00","15.10","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"MTX","MTU AERO ENGINES HOLDING AG","Industrials","Equity","4,519,794.90","0.02","4,519,794.90","13,685.00","330.27","Germany","Xetra","USD","0.96","EUR","-"
"EQNR","EQUINOR","Energy","Equity","4,514,896.81","0.02","4,514,896.81","200,916.00","22.47","Norway","Oslo Bors Asa","USD","11.37","NOK","-"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","4,483,191.54","0.02","4,483,191.54","94,642.00","47.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAMPO","SAMPO CLASS A","Financials","Equity","4,476,851.18","0.02","4,476,851.18","110,484.00","40.52","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.96","EUR","-"
"GFNORTEO","GPO FINANCE BANORTE","Financials","Equity","4,467,559.37","0.02","4,467,559.37","664,100.00","6.73","Mexico","Bolsa Mexicana De Valores","USD","20.17","MXN","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","4,461,507.78","0.02","4,461,507.78","38,113.00","117.06","United States","NASDAQ","USD","1.00","USD","-"
"TEF","TELEFONICA SA","Communication","Equity","4,457,802.95","0.02","4,457,802.95","1,096,203.00","4.07","Spain","Bolsa De Madrid","USD","0.96","EUR","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","4,455,067.84","0.02","4,455,067.84","85,856.00","51.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","4,449,168.00","0.02","4,449,168.00","129,600.00","34.33","United States","NASDAQ","USD","1.00","USD","-"
"ITC","ITC LTD","Consumer Staples","Equity","4,443,819.96","0.02","4,443,819.96","791,345.00","5.62","India","National Stock Exchange Of India","USD","85.20","INR","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","4,434,387.30","0.02","4,434,387.30","51,058.00","86.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Consumer Staples","Equity","4,435,178.88","0.02","4,435,178.88","510,600.00","8.69","Mexico","Bolsa Mexicana De Valores","USD","20.17","MXN","-"
"WRB","WR BERKLEY CORP","Financials","Equity","4,434,131.46","0.02","4,434,131.46","75,526.00","58.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","4,431,770.07","0.02","4,431,770.07","29,991.00","147.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RWE","RWE AG","Utilities","Equity","4,423,485.19","0.02","4,423,485.19","149,558.00","29.58","Germany","Xetra","USD","0.96","EUR","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","4,415,191.76","0.02","4,415,191.76","29,668.00","148.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBIN","STATE BANK OF INDIA","Financials","Equity","4,404,963.50","0.02","4,404,963.50","462,174.00","9.53","India","National Stock Exchange Of India","USD","85.20","INR","-"
"ZS","ZSCALER INC","Information Technology","Equity","4,401,733.56","0.02","4,401,733.56","23,506.00","187.26","United States","NASDAQ","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","4,401,993.44","0.02","4,401,993.44","28,444.00","154.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","4,402,591.00","0.02","4,402,591.00","60,575.00","72.68","United States","NASDAQ","USD","1.00","USD","-"
"IHG","INTERCONTINENTAL HOTELS GROUP PLC","Consumer Discretionary","Equity","4,399,600.50","0.02","4,399,600.50","35,067.00","125.46","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","4,389,546.45","0.02","4,389,546.45","49,605.00","88.49","United States","NASDAQ","USD","1.00","USD","-"
"PINS","PINTEREST INC CLASS A","Communication","Equity","4,389,828.30","0.02","4,389,828.30","146,817.00","29.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KRZ","KERRY GROUP PLC","Consumer Staples","Equity","4,374,379.04","0.02","4,374,379.04","46,027.00","95.04","Ireland","Irish Stock Exchange - All Market","USD","0.96","EUR","-"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","4,358,934.00","0.02","4,358,934.00","17,938.00","243.00","United States","NASDAQ","USD","1.00","USD","-"
"TWLO","TWILIO INC CLASS A","Information Technology","Equity","4,353,621.44","0.02","4,353,621.44","39,088.00","111.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"Z74","SINGAPORE TELECOMMUNICATIONS LTD","Communication","Equity","4,350,913.17","0.02","4,350,913.17","1,909,700.00","2.28","Singapore","Singapore Exchange","USD","1.36","SGD","-"
"KER","KERING SA","Consumer Discretionary","Equity","4,331,653.65","0.02","4,331,653.65","17,797.00","243.39","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","4,329,775.10","0.02","4,329,775.10","33,383.00","129.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MANH","MANHATTAN ASSOCIATES INC","Information Technology","Equity","4,326,916.83","0.02","4,326,916.83","15,329.00","282.27","United States","NASDAQ","USD","1.00","USD","-"
"8604","NOMURA HOLDINGS INC","Financials","Equity","4,325,998.67","0.02","4,325,998.67","749,700.00","5.77","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","4,316,994.69","0.02","4,316,994.69","49,971.00","86.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"035420","NAVER CORP","Communication","Equity","4,312,492.28","0.02","4,312,492.28","31,018.00","139.03","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"000270","KIA CORPORATION CORP","Consumer Discretionary","Equity","4,302,765.26","0.02","4,302,765.26","62,296.00","69.07","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"BBRI","BANK RAKYAT INDONESIA (PERSERO)","Financials","Equity","4,297,419.77","0.02","4,297,419.77","16,565,530.00","0.26","Indonesia","Indonesia Stock Exchange","USD","16,190.00","IDR","-"
"BALL","BALL CORP","Materials","Equity","4,287,928.32","0.02","4,287,928.32","76,352.00","56.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","4,288,856.10","0.02","4,288,856.10","27,955.00","153.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HNR1","HANNOVER RUECK","Financials","Equity","4,284,776.10","0.02","4,284,776.10","16,849.00","254.31","Germany","Xetra","USD","0.96","EUR","-"
"L","LOEWS CORP","Financials","Equity","4,272,054.40","0.02","4,272,054.40","50,378.00","84.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","4,258,706.13","0.02","4,258,706.13","14,427.00","295.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","4,257,675.36","0.02","4,257,675.36","21,132.00","201.48","United States","NASDAQ","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","4,254,515.76","0.02","4,254,515.76","20,042.00","212.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BXB","BRAMBLES LTD","Industrials","Equity","4,249,546.38","0.02","4,249,546.38","355,010.00","11.97","Australia","Asx - All Markets","USD","1.61","AUD","-"
"1925","DAIWA HOUSE INDUSTRY LTD","Real Estate","Equity","4,245,201.47","0.02","4,245,201.47","140,000.00","30.32","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"600519","KWEICHOW MOUTAI LTD A","Consumer Staples","Equity","4,244,526.32","0.02","4,244,526.32","20,132.00","210.83","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"RBA","RB GLOBAL INC","Industrials","Equity","4,235,754.55","0.02","4,235,754.55","46,640.00","90.82","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","4,228,149.42","0.02","4,228,149.42","76,722.00","55.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LGEN","LEGAL AND GENERAL GROUP PLC","Financials","Equity","4,228,631.87","0.02","4,228,631.87","1,496,058.00","2.83","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"TATAMOTORS","TATA MOTORS LTD","Consumer Discretionary","Equity","4,225,644.47","0.02","4,225,644.47","489,105.00","8.64","India","National Stock Exchange Of India","USD","85.20","INR","-"
"FAB","FIRST ABU DHABI BANK","Financials","Equity","4,223,826.27","0.02","4,223,826.27","1,129,105.00","3.74","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"ORA","ORANGE SA","Communication","Equity","4,216,545.89","0.02","4,216,545.89","426,994.00","9.87","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","Jan 01, 1998"
"4503","ASTELLAS PHARMA INC","Health Care","Equity","4,210,966.38","0.02","4,210,966.38","432,900.00","9.73","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","4,207,708.44","0.02","4,207,708.44","56,043.00","75.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SDZ","SANDOZ GROUP AG","Health Care","Equity","4,195,964.59","0.02","4,195,964.59","101,995.00","41.14","Switzerland","SIX Swiss Exchange","USD","0.90","CHF","-"
"GMEXICOB","GRUPO MEXICO B","Materials","Equity","4,188,018.12","0.02","4,188,018.12","852,428.00","4.91","Mexico","Bolsa Mexicana De Valores","USD","20.17","MXN","-"
"7269","SUZUKI MOTOR CORP","Consumer Discretionary","Equity","4,179,549.38","0.02","4,179,549.38","374,600.00","11.16","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"WSO","WATSCO INC","Industrials","Equity","4,175,000.95","0.02","4,175,000.95","8,497.00","491.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLNX","CELLNEX TELECOM SA","Communication","Equity","4,171,084.53","0.02","4,171,084.53","131,119.00","31.81","Spain","Bolsa De Madrid","USD","0.96","EUR","-"
"3968","CHINA MERCHANTS BANK LTD H","Financials","Equity","4,162,045.74","0.02","4,162,045.74","814,288.00","5.11","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"MARUTI","MARUTI SUZUKI INDIA LTD","Consumer Discretionary","Equity","4,162,513.71","0.02","4,162,513.71","33,032.00","126.01","India","National Stock Exchange Of India","USD","85.20","INR","-"
"HEI","HEIDELBERG MATERIALS AG","Materials","Equity","4,151,197.35","0.02","4,151,197.35","33,190.00","125.07","Germany","Xetra","USD","0.96","EUR","-"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","4,140,447.48","0.02","4,140,447.48","33,039.00","125.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","4,135,908.48","0.02","4,135,908.48","41,592.00","99.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRY","PRYSMIAN","Industrials","Equity","4,122,440.07","0.02","4,122,440.07","64,458.00","63.96","Italy","Borsa Italiana","USD","0.96","EUR","-"
"3711","ASE TECHNOLOGY HOLDING LTD","Information Technology","Equity","4,111,546.19","0.02","4,111,546.19","816,873.00","5.03","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","4,111,600.95","0.02","4,111,600.95","35,055.00","117.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOON","SONOVA HOLDING AG","Health Care","Equity","4,108,572.57","0.02","4,108,572.57","12,521.00","328.13","Switzerland","SIX Swiss Exchange","USD","0.90","CHF","-"
"MAS","MASCO CORP","Industrials","Equity","4,103,317.89","0.02","4,103,317.89","55,353.00","74.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POWERGRID","POWER GRID CORPORATION OF INDIA LT","Utilities","Equity","4,098,468.24","0.02","4,098,468.24","1,126,071.00","3.64","India","National Stock Exchange Of India","USD","85.20","INR","-"
"2010","SAUDI BASIC INDUSTRIES","Materials","Equity","4,098,756.45","0.02","4,098,756.45","229,341.00","17.87","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"SWED A","SWEDBANK","Financials","Equity","4,093,896.97","0.02","4,093,896.97","210,923.00","19.41","Sweden","Nasdaq Omx Nordic","USD","11.11","SEK","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","4,086,256.00","0.02","4,086,256.00","30,046.00","136.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DKNG","DRAFTKINGS INC CLASS A","Consumer Discretionary","Equity","4,083,367.33","0.02","4,083,367.33","105,869.00","38.57","United States","NASDAQ","USD","1.00","USD","-"
"CHKP","CHECK POINT SOFTWARE TECHNOLOGIES","Information Technology","Equity","4,072,544.10","0.02","4,072,544.10","21,474.00","189.65","Israel","NASDAQ","USD","1.00","USD","Jun 28, 1996"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Industrials","Equity","4,063,076.04","0.02","4,063,076.04","52,946.00","76.74","United States","NASDAQ","USD","1.00","USD","-"
"STMPA","STMICROELECTRONICS NV","Information Technology","Equity","4,048,859.91","0.02","4,048,859.91","161,423.00","25.08","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","4,032,127.44","0.02","4,032,127.44","54,021.00","74.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNDORA","PANDORA","Consumer Discretionary","Equity","4,022,244.72","0.02","4,022,244.72","22,308.00","180.31","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","7.18","DKK","-"
"NTPC","NTPC LTD","Utilities","Equity","4,022,387.90","0.02","4,022,387.90","1,022,107.00","3.94","India","National Stock Exchange Of India","USD","85.20","INR","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","4,022,999.34","0.02","4,022,999.34","21,243.00","189.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"857","PETROCHINA LTD H","Energy","Equity","4,012,158.90","0.02","4,012,158.90","5,168,000.00","0.78","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","4,007,178.75","0.02","4,007,178.75","62,175.00","64.45","United States","NASDAQ","USD","1.00","USD","-"
"CBK","COMMERZBANK AG","Financials","Equity","4,006,067.19","0.02","4,006,067.19","252,606.00","15.86","Germany","Xetra","USD","0.96","EUR","-"
"LUMI","BANK LEUMI LE ISRAEL","Financials","Equity","3,987,244.69","0.02","3,987,244.69","343,702.00","11.60","Israel","Tel Aviv Stock Exchange","USD","3.65","ILS","-"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","3,975,365.34","0.02","3,975,365.34","31,518.00","126.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"5401","NIPPON STEEL CORP","Materials","Equity","3,958,413.65","0.02","3,958,413.65","209,034.00","18.94","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","3,959,323.10","0.02","3,959,323.10","142,166.00","27.85","United States","NASDAQ","USD","1.00","USD","-"
"9020","EAST JAPAN RAILWAY","Industrials","Equity","3,934,915.47","0.02","3,934,915.47","224,400.00","17.54","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","3,920,372.40","0.02","3,920,372.40","45,906.00","85.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","3,907,776.53","0.02","3,907,776.53","51,169.00","76.37","Netherlands","NASDAQ","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","3,904,667.50","0.02","3,904,667.50","67,625.00","57.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","3,893,379.08","0.02","3,893,379.08","164,834.00","23.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KNEBV","KONE","Industrials","Equity","3,874,108.14","0.02","3,874,108.14","79,773.00","48.56","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.96","EUR","-"
"2303","UNITED MICRO ELECTRONICS CORP","Information Technology","Equity","3,871,919.22","0.02","3,871,919.22","2,876,000.00","1.35","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","-"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","3,871,220.28","0.02","3,871,220.28","14,286.00","270.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"2082","ACWA POWER CO","Utilities","Equity","3,867,708.40","0.02","3,867,708.40","37,082.00","104.30","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
